2025-12-10 11:31:26,276 INFO    MainThread:20052 [wandb_setup.py:_flush():80] Current SDK version is 0.23.1
2025-12-10 11:31:26,277 INFO    MainThread:20052 [wandb_setup.py:_flush():80] Configure stats pid to 20052
2025-12-10 11:31:26,277 INFO    MainThread:20052 [wandb_setup.py:_flush():80] Loading settings from C:\Users\honya\.config\wandb\settings
2025-12-10 11:31:26,277 INFO    MainThread:20052 [wandb_setup.py:_flush():80] Loading settings from C:\Users\honya\Documents\GitHub\2025-26b-fai2-adsai-GergoHonyak242720\datalab_tasks\Robotics\wandb\settings
2025-12-10 11:31:26,277 INFO    MainThread:20052 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-12-10 11:31:26,277 INFO    MainThread:20052 [wandb_init.py:setup_run_log_directory():714] Logging user logs to C:\Users\honya\Documents\GitHub\2025-26b-fai2-adsai-GergoHonyak242720\datalab_tasks\Robotics\wandb\offline-run-20251210_113126-nwpkn7n0\logs\debug.log
2025-12-10 11:31:26,277 INFO    MainThread:20052 [wandb_init.py:setup_run_log_directory():715] Logging internal logs to C:\Users\honya\Documents\GitHub\2025-26b-fai2-adsai-GergoHonyak242720\datalab_tasks\Robotics\wandb\offline-run-20251210_113126-nwpkn7n0\logs\debug-internal.log
2025-12-10 11:31:26,281 INFO    MainThread:20052 [wandb_init.py:init():841] calling init triggers
2025-12-10 11:31:26,281 INFO    MainThread:20052 [wandb_init.py:init():846] wandb.init called with sweep_config: {}
config: {'learning_rate': 0.0001, 'batch_size': 64, 'n_steps': 2048, 'n_epochs': 10, '_wandb': {}}
2025-12-10 11:31:26,281 INFO    MainThread:20052 [wandb_init.py:init():889] starting backend
2025-12-10 11:31:29,023 INFO    MainThread:20052 [wandb_init.py:init():892] sending inform_init request
2025-12-10 11:31:29,039 INFO    MainThread:20052 [wandb_init.py:init():900] backend started and connected
2025-12-10 11:31:29,059 INFO    MainThread:20052 [wandb_init.py:init():970] updated telemetry
2025-12-10 11:31:29,104 INFO    MainThread:20052 [wandb_init.py:init():994] communicating run to backend with 90.0 second timeout
2025-12-10 11:31:29,577 INFO    MainThread:20052 [wandb_init.py:init():1041] starting run threads in backend
2025-12-10 11:31:29,696 INFO    MainThread:20052 [wandb_run.py:_console_start():2521] atexit reg
2025-12-10 11:31:29,696 INFO    MainThread:20052 [wandb_run.py:_redirect():2369] redirect: wrap_raw
2025-12-10 11:31:29,696 INFO    MainThread:20052 [wandb_run.py:_redirect():2438] Wrapping output streams.
2025-12-10 11:31:29,696 INFO    MainThread:20052 [wandb_run.py:_redirect():2461] Redirects installed.
2025-12-10 11:31:29,701 INFO    MainThread:20052 [wandb_init.py:init():1081] run started, returning control to user process
2025-12-10 11:31:30,609 INFO    MainThread:20052 [wandb_run.py:_tensorboard_callback():1607] tensorboard callback: runs/nwpkn7n0\PPO_0, True
2025-12-10 11:31:30,616 INFO    MainThread:20052 [wandb_run.py:_config_callback():1396] config_cb None None {'algo': 'PPO', 'policy_class': "<class 'stable_baselines3.common.policies.ActorCriticPolicy'>", 'device': 'cpu', 'verbose': 1, 'policy_kwargs': '{}', 'num_timesteps': 0, '_total_timesteps': 10000, '_num_timesteps_at_start': 0, 'seed': 'None', 'action_noise': 'None', 'start_time': 1765362690608204300, 'tensorboard_log': 'runs/nwpkn7n0', '_last_obs': '[[0.65728945 0.7536382  0.49741086]]', '_last_episode_starts': '[ True]', '_last_original_obs': 'None', '_episode_num': 0, 'use_sde': 'False', 'sde_sample_freq': -1, '_current_progress_remaining': 1.0, '_stats_window_size': 100, 'ep_info_buffer': 'deque([], maxlen=100)', 'ep_success_buffer': 'deque([], maxlen=100)', '_n_updates': 0, '_custom_logger': 'False', 'env': '<stable_baselines3.common.vec_env.dummy_vec_env.DummyVecEnv object at 0x000001352BF0CA10>', '_vec_normalize_env': 'None', 'observation_space': 'Box([-1. -1. -8.], [1. 1. 8.], (3,), float32)', 'action_space': 'Box(-2.0, 2.0, (1,), float32)', 'n_envs': 1, 'gamma': 0.99, 'gae_lambda': 0.95, 'ent_coef': 0.0, 'vf_coef': 0.5, 'max_grad_norm': 0.5, 'rollout_buffer_class': "<class 'stable_baselines3.common.buffers.RolloutBuffer'>", 'rollout_buffer_kwargs': '{}', 'clip_range': 'FloatSchedule(ConstantSchedule(val=0.2))', 'clip_range_vf': 'None', 'normalize_advantage': 'True', 'target_kl': 'None', 'lr_schedule': 'FloatSchedule(ConstantSchedule(val=0.0001))', 'rollout_buffer': '<stable_baselines3.common.buffers.RolloutBuffer object at 0x000001352BC48050>', 'policy': 'ActorCriticPolicy(\n  (features_extractor): FlattenExtractor(\n    (flatten): Flatten(start_dim=1, end_dim=-1)\n  )\n  (pi_features_extractor): FlattenExtractor(\n    (flatten): Flatten(start_dim=1, end_dim=-1)\n  )\n  (vf_features_extractor): FlattenExtractor(\n    (flatten): Flatten(start_dim=1, end_dim=-1)\n  )\n  (mlp_extractor): MlpExtractor(\n    (policy_net): Sequential(\n      (0): Linear(in_features=3, out_features=64, bias=True)\n      (1): Tanh()\n      (2): Linear(in_features=64, out_features=64, bias=True)\n      (3): Tanh()\n    )\n    (value_net): Sequential(\n      (0): Linear(in_features=3, out_features=64, bias=True)\n      (1): Tanh()\n      (2): Linear(in_features=64, out_features=64, bias=True)\n      (3): Tanh()\n    )\n  )\n  (action_net): Linear(in_features=64, out_features=1, bias=True)\n  (value_net): Linear(in_features=64, out_features=1, bias=True)\n)', '_logger': '<stable_baselines3.common.logger.Logger object at 0x00000135321D31D0>'}
2025-12-10 11:31:37,235 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:31:38,340 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:31:38,353 INFO    MainThread:20052 [wandb_run.py:_tensorboard_callback():1607] tensorboard callback: runs/nwpkn7n0\PPO_0, True
2025-12-10 11:31:38,358 INFO    MainThread:20052 [wandb_run.py:_config_callback():1396] config_cb None None {}
2025-12-10 11:31:45,155 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:31:46,310 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:31:46,324 INFO    MainThread:20052 [wandb_run.py:_tensorboard_callback():1607] tensorboard callback: runs/nwpkn7n0\PPO_0, True
2025-12-10 11:31:46,329 INFO    MainThread:20052 [wandb_run.py:_config_callback():1396] config_cb None None {}
2025-12-10 11:31:53,009 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:31:54,104 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:31:54,119 INFO    MainThread:20052 [wandb_run.py:_tensorboard_callback():1607] tensorboard callback: runs/nwpkn7n0\PPO_0, True
2025-12-10 11:31:54,123 INFO    MainThread:20052 [wandb_run.py:_config_callback():1396] config_cb None None {}
2025-12-10 11:32:00,790 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:01,848 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:01,862 INFO    MainThread:20052 [wandb_run.py:_tensorboard_callback():1607] tensorboard callback: runs/nwpkn7n0\PPO_0, True
2025-12-10 11:32:01,867 INFO    MainThread:20052 [wandb_run.py:_config_callback():1396] config_cb None None {}
2025-12-10 11:32:08,560 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:10,075 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:10,088 INFO    MainThread:20052 [wandb_run.py:_tensorboard_callback():1607] tensorboard callback: runs/nwpkn7n0\PPO_0, True
2025-12-10 11:32:10,092 INFO    MainThread:20052 [wandb_run.py:_config_callback():1396] config_cb None None {}
2025-12-10 11:32:17,003 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:18,409 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:18,424 INFO    MainThread:20052 [wandb_run.py:_tensorboard_callback():1607] tensorboard callback: runs/nwpkn7n0\PPO_0, True
2025-12-10 11:32:18,428 INFO    MainThread:20052 [wandb_run.py:_config_callback():1396] config_cb None None {}
2025-12-10 11:32:24,780 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:26,234 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:26,249 INFO    MainThread:20052 [wandb_run.py:_tensorboard_callback():1607] tensorboard callback: runs/nwpkn7n0\PPO_0, True
2025-12-10 11:32:26,254 INFO    MainThread:20052 [wandb_run.py:_config_callback():1396] config_cb None None {}
2025-12-10 11:32:32,599 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:34,138 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:34,152 INFO    MainThread:20052 [wandb_run.py:_tensorboard_callback():1607] tensorboard callback: runs/nwpkn7n0\PPO_0, True
2025-12-10 11:32:34,156 INFO    MainThread:20052 [wandb_run.py:_config_callback():1396] config_cb None None {}
2025-12-10 11:32:39,556 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:41,894 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:41,907 INFO    MainThread:20052 [wandb_run.py:_tensorboard_callback():1607] tensorboard callback: runs/nwpkn7n0\PPO_0, True
2025-12-10 11:32:41,911 INFO    MainThread:20052 [wandb_run.py:_config_callback():1396] config_cb None None {}
2025-12-10 11:32:47,058 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:49,540 INFO    MainThread:20052 [sb3.py:save_model():147] [no run ID] Saving model checkpoint to models/nwpkn7n0\model.zip
2025-12-10 11:32:49,552 INFO    MainThread:20052 [wandb_run.py:_finish():2287] finishing run 240474-breda-university-of-applied-sciences/RL controller/nwpkn7n0
2025-12-10 11:32:49,554 INFO    MainThread:20052 [wandb_run.py:_atexit_cleanup():2486] got exitcode: 0
2025-12-10 11:32:49,554 INFO    MainThread:20052 [wandb_run.py:_restore():2468] restore
2025-12-10 11:32:49,554 INFO    MainThread:20052 [wandb_run.py:_restore():2474] restore done
